text,true_label,pred_label,pred_conf,num_deletable,spearman_attn_ig,alpha_adaptive,attention_auc,attention_comp,attention_suff,ig_auc,ig_comp,ig_suff,hybrid_fixed__norm=minmax__alpha=0.60_auc,hybrid_fixed__norm=minmax__alpha=0.60_comp,hybrid_fixed__norm=minmax__alpha=0.60_suff,hybrid_adaptive__norm=sum__amin=0.10__amax=0.60_auc,hybrid_adaptive__norm=sum__amin=0.10__amax=0.60_comp,hybrid_adaptive__norm=sum__amin=0.10__amax=0.60_suff,random_auc,random_comp,random_suff
i feel like a bitch if i dont follow someone back but i dont like their account lol my logic is fucked up var disqus config function var config this access to the config object config,3,3,0.9999840259552002,37,0.8238998409455235,0.5026910894564428,0.5086339103523642,0.9926454084925354,0.041729748249053955,0.4146284013666446,0.9993807806749828,0.00022643804550170898,0.4177920404094039,0.9993128525093198,0.00257951021194458,0.4146351941832108,0.9993128525093198,0.00257951021194458,0.5139693571487441,0.582135184109211,0.6583421470597386
i think i feel the need to symbolically prove my prowess in the arena of exhibiting a gracious home environment,1,2,0.6031243205070496,21,0.22019660790667275,0.4131126617664571,0.12284122453152123,0.5990195046178997,0.1962803602218628,0.031057121032313263,0.60040029627271,0.0012740492820739746,0.031778115888823774,0.5898975543677807,0.10727736353874207,0.03072784169833085,0.60040029627271,0.0012740492820739746,0.14042742618973308,0.22106946436688305,0.5952363994594634
i feel the desire from the loyal fans for great music,2,2,0.9997742772102356,11,0.7770628278831779,0.504253074860175,0.14777080263411338,0.999722731874499,0.9142079204320908,0.11226022732989803,0.999722731874499,0.9142079204320908,0.11226022732989803,0.999722731874499,0.9142079204320908,0.11226022732989803,0.999722731874499,0.9142079204320908,0.3890016109042336,0.41018496751785277,0.902048079110682
i feel benevolent and proud or benevolent and sad,1,1,0.9999083280563354,9,0.7797730291639321,0.4998004887075831,0.6729760354613972,0.0768808126449585,0.9192627668380737,0.5924602752780629,0.0768808126449585,0.9192627668380737,0.5924602752780629,0.0768808126449585,0.9192627668380737,0.5924602752780629,0.0768808126449585,0.9192627668380737,0.3709544958774859,0.3075150795280933,0.8190712443552911
i didnt know what to feel was i glad because if i had shaved my hair and it never fell out i would be totally discouraged,1,1,0.979794979095459,26,0.24391966568382292,0.4012609557878982,0.2941495294877314,0.047421932220458984,0.0014083385467529297,0.09085496499278634,0.8521221429109573,0.9430641680955887,0.23714986843460797,0.09467047452926636,0.14227724075317383,0.23730468480987388,0.09467047452926636,0.14227724075317383,0.23816496475782972,0.607866327453894,0.8155693092267029
i am in her home i feel so welcomed,1,1,0.9999878406524658,9,0.8899583485023137,0.5199720527738758,0.2486579514337791,0.56413933634758,0.5980651676654816,0.2709198606429709,0.56413933634758,0.5980651676654816,0.2709198606429709,0.56413933634758,0.5980651676654816,0.2709198606429709,0.56413933634758,0.5980651676654816,0.45984680010435114,0.2413515567779541,0.7122299239039421
i feel contented only when i reach a pool or lake or river or the sea reflecting sky where i can sit and be,1,1,0.9999825954437256,25,0.6777196232705829,0.4685892000222849,0.6537732206192232,0.02161383628845215,0.06530773639678955,0.26131592806723347,0.13781428337097168,0.015501737594604492,0.27614775070924225,0.13781428337097168,0.015501737594604492,0.2745072103478378,0.13781428337097168,0.015501737594604492,0.6910242329654648,0.0036699056625366213,0.48311577215790746
i feel like a blank page ready for a new chapter,0,0,0.9999878406524658,11,0.7264847739972906,0.47467221529855685,0.23505930863320826,0.6070363819599152,9.09566879272461e-05,0.14651062302291393,0.9100084528326988,0.9810483008623123,0.23486685007810593,0.9100084528326988,0.9810483008623123,0.22888975217938423,0.9100084528326988,0.9810483008623123,0.43517060193058577,0.275356251001358,0.8695543870329857
i would have said something but i was feeling too timid to bargain with the pink ladies in the upmarket beauty salon,4,4,0.9999372959136963,23,-0.039138119033851206,0.3987770650589989,0.14612519434303975,0.9870841037482023,0.7251504063606262,0.19259843910112978,0.993682624772191,0.0013454556465148926,0.19353109337389468,0.993682624772191,0.0013454556465148926,0.19259843910112978,0.993682624772191,0.0013454556465148926,0.4392960823082831,0.2883610689197667,0.7610259705688804
i feel it is vital that we focus on economic development public safety and revitalizing our city doing so will help attract new residents and business owners and give those already here a reason to stay,1,1,0.9999853372573853,37,0.788299963042073,0.49693692023583536,0.2801498890446965,0.8111773580312729,0.010327041149139404,0.11491327455732972,0.9985298530664295,1.1920928955078125e-07,0.12102825035071875,0.9706100821495056,0.008786141872406006,0.12107536515650283,0.9706100821495056,0.008786141872406006,0.6524104435020128,0.09820643663406373,0.46038971306406895
im starting to feel a little overwhelmed again when it comes to this little project that ive been working on for lo these many years,5,5,0.5936163663864136,26,0.27338187249394763,0.413176032702703,0.0305814787187046,0.5929877040325664,0.08247971534729004,0.03237436620092922,0.5930610335781239,-0.07220715284347534,0.031946095913008316,0.5930610335781239,-0.07220715284347534,0.03148876831819507,0.5930610335781239,-0.07220715284347534,0.16263617394829055,0.22200778800761328,0.5747867690311977
i feel assured of my place in the world so i say things that are in my head more,1,1,0.9999885559082031,19,0.7274385613674323,0.4758160191891442,0.36177059916844884,0.15784060955047607,0.00521928071975708,0.2950337325415603,0.9734179191291332,1.0967254638671875e-05,0.21136460119923867,0.9734179191291332,1.0967254638671875e-05,0.2349357482238702,0.9734179191291332,1.0967254638671875e-05,0.4842654067214608,0.19833542108535768,0.6132588773965836
i am a child though i only made it halfway through before my teeth started to feel weird,5,5,0.6586867570877075,18,0.3668425297353958,0.45256862262547615,0.0337884137116788,0.6586453076706675,0.035144269466400146,0.03515771925747232,0.6581274320487864,-0.0006080865859985352,0.034552944520316944,0.6581274320487864,-0.0006080865859985352,0.03398669374462316,0.6581274320487864,-0.0006080865859985352,0.2311314516147468,0.2653754374179698,0.6480218175769551
i did that a deep emotional feeling rushed over me and i started crying for myself for the freedom i have been searching for,3,3,0.9999096393585205,24,0.5360660421320796,0.4290014147550878,0.14865441645961255,0.9987533136736602,0.9921447834931314,0.2020604153629847,0.994054704438895,0.9626304358243942,0.0931458118779119,0.9980979566462338,0.012871980667114258,0.09518603947362862,0.9980979566462338,0.012871980667114258,0.3263724304880816,0.39345437150514045,0.9362913553602994
im feeling positive right now,1,1,0.9999920129776001,5,0.7905694150420949,0.4726835964045535,0.23045501374654126,0.19774532318115234,0.9432985074818134,0.22568974965033706,0.35792315006256104,0.9966451313812286,0.22568974965033706,0.35792315006256104,0.9966451313812286,0.22568974965033706,0.35792315006256104,0.9966451313812286,0.3438895786042849,0.18273072242736815,0.9598369988962077
i feel helpless irrational and angry,4,4,0.6275982856750488,6,0.7061878636037997,0.4397678391478428,0.39697312340140345,0.5878617465496063,0.02609431743621826,0.351995079838889,0.627590257268821,0.2787880301475525,0.35994078198273194,0.5878617465496063,0.02609431743621826,0.35994078198273194,0.5878617465496063,0.02609431743621826,0.39370846177494967,0.467229099409451,0.2066815435886383
i feel so so sad i m sitting on the,0,0,0.999971866607666,10,0.5644596696086609,0.46907998370772297,0.4107931833714247,0.8799150064587593,0.030893802642822266,0.29291429426521065,0.9443042911589146,0.7876624315977097,0.2970554204657674,0.8799150064587593,0.030893802642822266,0.2970554204657674,0.8799150064587593,0.030893802642822266,0.6849233577214182,0.14622361063957215,0.7271136090159416
i feel crappy my muscles are aching,0,0,0.9999895095825195,8,0.6182840223353118,0.4740726558797912,0.42894500009715564,-2.86102294921875e-06,0.0001958012580871582,0.44052213346585634,-2.86102294921875e-06,0.0001958012580871582,0.44052213346585634,-2.86102294921875e-06,0.0001958012580871582,0.44052213346585634,-2.86102294921875e-06,0.0001958012580871582,0.6276419473439456,3.451108932495117e-05,0.7235317155718803
i feel very blessed to say that of those years only three of them were difficult ones,2,2,0.5630223751068115,17,0.0800502323608678,0.38355505041921767,0.2014298672186669,0.4581722393631935,0.5630035367466917,0.04549675436965118,0.5629104258405278,0.21891531348228455,0.06290011328285809,0.38669343292713165,0.24423399567604065,0.04468139393914505,0.5629104258405278,0.21891531348228455,0.19720295989083755,0.2319830136373639,0.5578526931800297
i feel keen to see and hopefully can once things calm down at school i cried a lot during the last thirty minutes or so of this movie and dave was nice enough to not say anything about it,1,1,0.9995952248573303,40,0.5402565409143371,0.4862576373232096,0.26305881674379633,0.07209962606430054,0.2524644136428833,0.059446705996015224,0.980758560821414,-0.0003935694694519043,0.05784277722159459,0.980758560821414,-0.0003935694694519043,0.05705352599070466,0.980758560821414,-0.0003935694694519043,0.6286953483247635,0.003961527347564697,0.5661713317102113
i understand that the students viewpoint is offensive but it would be just as offensive to force them to be tutored by a woman if it makes them feel uncomfortable,4,4,0.9999382495880127,31,0.5837462524114478,0.49680267303269954,0.09043080332703539,0.9998903853193042,-4.887580871582031e-06,0.18747752534081882,0.9999235414461509,7.152557373046875e-07,0.18747752534081882,0.9999235414461509,7.152557373046875e-07,0.18747752534081882,0.9999235414461509,7.152557373046875e-07,0.31193176198925354,0.38807723309728315,0.9985782539782349
i feel now is a disillusion how special he is how different he makes me feel how i have always seen a future with him how much faith i have had in us all of it,1,1,0.9906517267227173,36,0.20163640256309873,0.40003116369571756,0.5686948183338245,0.011205852031707764,-0.006602942943572998,0.7097559651152551,-0.005807697772979736,-0.00792694091796875,0.7359715869442881,-0.005807697772979736,-0.00792694091796875,0.6751745408193528,-0.005807697772979736,-0.00792694091796875,0.6284925023098913,0.23208796083927155,0.5445298813283443
i went in feeling embarrassed that my daughter had just invited herself into someones house im now chuckling as i write this,0,0,0.9999581575393677,24,0.4750503950601356,0.47744929256633506,0.1769942739512771,0.9556494019925594,-8.225440979003906e-06,0.13646294088102878,0.9912021290510893,-1.0013580322265625e-05,0.13646294088102878,0.9912021290510893,-1.0013580322265625e-05,0.13646294088102878,0.9912021290510893,-1.0013580322265625e-05,0.48571750992326995,0.38889395669102667,0.8396407961845398
i don t feel needy and like i need others to complete me,0,0,0.9999948740005493,13,0.7534886223812229,0.508128525803394,0.2726913155056536,0.5974418222904205,-1.1920928955078125e-07,0.46941341888159516,0.5688653290271759,0.00025326013565063477,0.46941341888159516,0.5688653290271759,0.00025326013565063477,0.46941341888159516,0.5688653290271759,0.00025326013565063477,0.3344280722830445,0.5252164050936698,0.7765791185200215
i feel irritated to have missed out direct instruction from master lee is never to be passed up casually i have to admit my body just feels like it needs the rest,3,3,0.9999970197677612,33,0.5189094341754942,0.48716278847945227,0.5298669889569283,0.40520524978637695,0.0005879402160644531,0.19553335364907978,0.9119793847203255,3.814697265625e-06,0.19553335364907978,0.9119793847203255,3.814697265625e-06,0.19553335364907978,0.9119793847203255,3.814697265625e-06,0.4069621360442034,0.5758196569346182,0.6260657697916031
i feel like the cute little case is kind of hidden but,1,1,0.9999816417694092,12,0.39154961589775344,0.439201800295836,0.36312389278737106,0.8011281490325928,0.9918542401865125,0.5286936900824003,0.019827842712402344,0.9702718053013086,0.5448271475046568,0.019827842712402344,0.9702718053013086,0.5448271475046568,0.019827842712402344,0.9702718053013086,0.30801362221198364,0.5458906345069409,0.8372955851024017
i love hearing from readers so feel free to leave a comment or share an interesting link,1,1,0.9999749660491943,17,0.3189693874071502,0.40089375384032566,0.5894396606890951,0.07781916856765747,0.9983622232684866,0.34176250029122457,0.021322786808013916,-7.62939453125e-06,0.45504974279319865,0.6830033659934998,8.440017700195312e-05,0.4028693735017442,0.6830033659934998,8.440017700195312e-05,0.637878848669352,0.000771188735961914,0.6891287535049742
i just go shopping for groceries once a month or maybe twice and i ll go shopping for clothes if i feel all my clothes are already dull or too fuddy duddy outdated,0,0,0.9999849796295166,35,0.5756156370768087,0.4820409156585215,0.15557072355877605,0.9874931620433927,0.8407779633998871,0.21053562946617602,0.936668299138546,0.0013085007667541504,0.2091700807213783,0.936668299138546,0.0013085007667541504,0.2091700807213783,0.936668299138546,0.0013085007667541504,0.5472731285393819,0.1959831953048706,0.7580393813550472
i can wear too so i m feeling very smart indeed,1,1,0.9999897480010986,11,0.6115346515293649,0.4768001506018996,0.5847566593476586,0.013564109802246094,0.9887317409738898,0.4540554973451435,0.16886800527572632,0.5892774164676666,0.47074391573351015,0.013564109802246094,0.9887317409738898,0.47074391573351015,0.013564109802246094,0.9887317409738898,0.546183330664535,0.042355787754058835,0.7684626754373312
i can do to make you feel like the most special person on earth,1,1,0.9999109506607056,14,0.6393946144346322,0.4690524466103587,0.6052036974253499,0.7003819942474365,0.05212843418121338,0.21337962135676214,0.2820523977279663,0.0020557045936584473,0.28314497744668193,0.2820523977279663,0.0020557045936584473,0.28314497744668193,0.2820523977279663,0.0020557045936584473,0.5289520074570101,0.2942641392350197,0.8926635935902596
i feel so outrageously heartbroken over the loss of that line of support,0,0,0.9999929666519165,15,0.4348693375472995,0.44800137206615287,0.29039488331181923,0.9440959841012955,3.516674041748047e-05,0.15413390480680392,0.9964187133591622,0.01883167028427124,0.35731749740662055,0.9964187133591622,0.01883167028427124,0.23748654498485847,0.9964187133591622,0.01883167028427124,0.527376986136951,0.28070523850619794,0.6079300660640001
i feel about the actor who often entertained me when i was a kid and got home from school the actor who reflected my broken heart years later in my adulthood,1,1,0.9997453093528748,31,0.48763306799503514,0.4454503650296211,0.3659574307270304,0.5467131435871124,0.9894421426579356,0.37499137938739296,0.017596781253814697,0.9989849664852954,0.364949140860881,0.8115860521793365,0.5287418067455292,0.370798946940522,0.02938675880432129,0.9936351021751761,0.4215836155221405,0.3902746498584747,0.747619055211544
i feel myself getting so restless trying to keep everything at the ready fiddling with things out of anxiousness,4,4,0.9999831914901733,21,0.7973983670939865,0.5229204364320664,0.3640842262655497,0.9207376316189766,0.00018805265426635742,0.5039368417521473,0.7376441657543182,1.2874603271484375e-05,0.5039368417521473,0.7376441657543182,1.2874603271484375e-05,0.5039368417521473,0.7376441657543182,1.2874603271484375e-05,0.6194119775807485,0.2535954058170319,0.5029226475860924
i now fear as much or more than the man i hired him to protect me from a man i now feel abused me and victimized me and a man who has stolen a part of every aspect of my life as i knew it before i met him,0,0,0.9999915361404419,49,0.018633860960427743,0.37318086509300274,0.26725553674114055,0.9998292262753239,0.0012164711952209473,0.28040929104136014,0.8369782119989395,7.033348083496094e-06,0.2165219047910796,0.69809889793396,1.3113021850585938e-05,0.3163021078205929,0.69809889793396,1.3113021850585938e-05,0.5931824772543042,0.19897786788642408,0.5714239958673716
i hauled along my camera gear because i feel like i ll always have a sweet taste of this all too short visit,1,2,0.5614461302757263,23,0.16150666841817082,0.40143413536183725,0.08188164877217331,0.5375940185040236,0.5528751453384757,0.03577222597384662,0.5096542425453663,0.022391855716705322,0.050717930836322006,0.5096542425453663,0.022391855716705322,0.03590334563584747,0.5096542425453663,0.022391855716705322,0.24257100598747908,0.15432687625288963,0.4626618407550268
